modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor
RENEGADE,JEEP,83000.0,63794.0,automatico,flex,2018,2018,False,Mago Automóveis - Aracaju
Oroch,RENAULT,95000.0,29788.0,manual,flex,Preto,2022,False,Mago Automóveis - Aracaju
HR-V,HONDA,84000.0,52000.0,automatico,flex,Vermelho,2016,False,Mago Automóveis - Aracaju
CRETA,HYUNDAI,92000.0,74084.0,automatico,flex,Preto,2018,False,Mago Automóveis - Aracaju
HR-V,HONDA,116000.0,56000.0,automatico,flex,Azul,2020,False,Mago Automóveis - Aracaju
ONIX,CHEVROLET,70000.0,43089.0,automatico,flex,2019,2019,False,KM VEÍCULOS
YARIS,TOYOTA,83990.0,30849.0,,flex,Prata,2021,False,Toyolex Seminovos - Aracaju
YARIS,TOYOTA,80990.0,37157.0,,flex,Prata,2021,False,Toyolex Seminovos - Aracaju
ECLIPSE,MITSUBISHI,179990.0,4097.0,,gasolina,Prata,2022,False,JRCA Seminovos
FUSION,FORD,75000.0,125.0,automatico,gasolina,Branco,2013,False,jose lúcio de oliveira filho
T-CROSS,VOLKSWAGEN,103990.0,18915.0,automatico,flex,Cinza,2020,False,Toyolex Seminovos - Aracaju
TIGUAN,VOLKSWAGEN,138990.0,56290.0,,flex,Branco,2019,False,Toyolex Seminovos - Aracaju
ONIX,CHEVROLET,76990.0,56902.0,manual,flex,Branco,2020,False,Toyolex Seminovos - Aracaju
COMPASS,JEEP,127990.0,66903.0,automatico,diesel,Branco,2019,False,Toyolex Seminovos - Aracaju
RANGER,FORD,178990.0,27893.0,automatico,diesel,Prata,2021,False,JRCA Seminovos
RANGER,FORD,178990.0,27893.0,automatico,diesel,Prata,2021,False,JRCA Seminovos
KICKS,NISSAN,97990.0,12304.0,automatico,flex,Marrom,2021,False,JRCA Seminovos
KICKS,NISSAN,97990.0,12304.0,automatico,flex,Marrom,2021,False,JRCA Seminovos
VIRTUS,VOLKSWAGEN,79990.0,40082.0,,flex,Prata,2019,False,JRCA Seminovos
VIRTUS,VOLKSWAGEN,79990.0,40082.0,,flex,Prata,2019,False,JRCA Seminovos
COMPASS,JEEP,121990.0,57936.0,,diesel,Branco,2018,False,JRCA Seminovos
KWID,RENAULT,51990.0,47683.0,,flex,Branco,2022,False,JRCA Seminovos
KWID,RENAULT,51990.0,47683.0,,flex,Branco,2022,False,JRCA Seminovos
YARIS,TOYOTA,79990.0,39498.0,,flex,Prata,2020,False,JRCA Seminovos
HB20,HYUNDAI,69900.0,39000.0,manual,flex,Preto,2022,False,NETTO VEICULOS
ONIX,CHEVROLET,77000.0,23649.0,automatico,flex,2020,2020,False,GUIMA VEICULOS - CHERY
208,PEUGEOT,68000.0,20000.0,manual,flex,Branco,2022,False,NOSSATERRA SEMINOVOS FIAT / JEEP
HILUX,TOYOTA,200000.0,38000.0,automatico,diesel,Prata,2020,False,Carlos Messias
TORO,FIAT,178990.0,19000.0,automatico,diesel,Azul,2022,False,Auto Flex
RENEGADE,JEEP,69000.0,47000.0,automatico,flex,Branco,2016,False,JLA Corretora
KA,FORD,58990.0,47000.0,manual,flex,Cinza,2021,False,Podium Automóveis 
ARRIZO,CHERY,68900.0,47659.0,automatico,flex,Preto,2019,False,GUIMA VEICULOS - CHERY
ECOSPORT,FORD,55900.0,59000.0,automatico,flex,2015,2015,False,MGM AUTOMÓVEIS
XE,JAGUAR,168900.0,55583.0,automatico,gasolina,Preto,2017,False,DNA Multimarcas - Aracaju
SAVEIRO,VOLKSWAGEN,82900.0,82552.0,manual,flex,Branco,2017,False,PRIMECAR AUTOMÓVEIS
CLASSIC,CHEVROLET,33000.0,144072.0,,flex,Branco,2014,False,GILVAN VEÍCULOS
GOL,VOLKSWAGEN,58870.0,70000.0,manual,flex,Prata,2021,False,FOFÃO MULTIMARCAS
GOL,VOLKSWAGEN,55900.0,46782.0,manual,flex,Prata,2021,False,PRIMECAR AUTOMÓVEIS
CITY,HONDA,50800.0,96000.0,automatico,flex,Prata,2013,False,Edson Veículos - Aracaju
MOBI,FIAT,56990.0,46341.0,manual,flex,Branco,2022,False,XCAR PLUS VEÍCULOS
HB20,HYUNDAI,83990.0,37588.0,automatico,flex,Prata,2022,False,XCAR PLUS VEÍCULOS
HR-V,HONDA,99990.0,28903.0,automatico,flex,Vermelho,2018,False,Toyolex Seminovos - Aracaju
RENEGADE,JEEP,82990.0,31901.0,automatico,flex,Branco,2019,False,Toyolex Seminovos - Aracaju
RENEGADE,JEEP,85990.0,47902.0,automatico,flex,Vermelho,2019,False,Toyolex Seminovos - Aracaju
HB20,HYUNDAI,53990.0,44764.0,manual,flex,Branco,2018,False,Toyolex Seminovos - Aracaju
VIRTUS,VOLKSWAGEN,109990.0,17903.0,automatico,flex,Branco,2022,False,Toyolex Seminovos - Aracaju
HB20,HYUNDAI,68990.0,36901.0,manual,flex,Branco,2020,False,Toyolex Seminovos - Aracaju
COMPASS,JEEP,108990.0,54902.0,automatico,flex,Branco,2018,False,Toyolex Seminovos - Aracaju
HR-V,HONDA,132990.0,20911.0,automatico,gasolina,Azul,2020,False,Toyolex Seminovos - Aracaju
FRONTIER,NISSAN,165990.0,42981.0,automatico,diesel,Cinza,2019,False,Toyolex Seminovos - Aracaju
208,PEUGEOT,80990.0,23959.0,automatico,flex,Preto,2022,False,Toyolex Seminovos - Aracaju
2008,PEUGEOT,75990.0,43922.0,automatico,flex,Marrom,2020,False,Toyolex Seminovos - Aracaju
RAV4,TOYOTA,149990.0,21346.0,automatico,gasolina,Branco,2019,False,Toyolex Seminovos - Aracaju
ECOSPORT,FORD,69990.0,49902.0,manual,flex,Prata,2019,False,Toyolex Seminovos - Aracaju
CRUZE,CHEVROLET,84990.0,61904.0,automatico,flex,Azul,2018,False,Toyolex Seminovos - Aracaju
CRETA,HYUNDAI,97490.0,37903.0,automatico,flex,Prata,2019,False,Toyolex Seminovos - Aracaju
Q3,AUDI,123490.0,68902.0,,flex,Preto,2018,False,Toyolex Seminovos - Aracaju
2008,PEUGEOT,81000.0,30000.0,automatico,flex,Preto,2021,False,JLA Corretora
ONIX,CHEVROLET,66990.0,13462.0,manual,flex,Azul,2022,False,TOPCAR Veículos
HB20X,HYUNDAI,72990.0,82471.0,manual,flex,Branco,2020,False,TOPCAR Veículos
NIVUS,VOLKSWAGEN,124990.0,34112.0,automatico,flex,Cinza,2021,False,TOPCAR Veículos
VERSA,NISSAN,63990.0,56282.0,,flex,Preto,2017,False,TOPCAR Veículos
SANDERO,RENAULT,46990.0,56109.0,manual,flex,Branco,2015,False,TOPCAR Veículos
VOYAGE,VOLKSWAGEN,46990.0,76050.0,manual,flex,Prata,2015,False,TOPCAR Veículos
SPIN,CHEVROLET,48000.0,140000.0,automatico,flex,Cinza,2014,False,FOFÃO MULTIMARCAS
DUSTER,RENAULT,74870.0,130000.0,manual,flex,Branco,2019,False,FOFÃO MULTIMARCAS
VOYAGE,VOLKSWAGEN,62800.0,39400.0,manual,flex,Prata,2021,False,Isaias Automóveis - Aracaju
COMPASS,JEEP,143800.0,48650.0,automatico,diesel,Branco,2018,False,Isaias Automóveis - Aracaju
RANGER,FORD,195800.0,89380.0,automatico,diesel,Branco,2020,False,Isaias Automóveis - Aracaju
HB20,HYUNDAI,70000.0,46124.0,automatico,flex,Preto,2020,False,Autoforte Veículos Ltda
COMPASS,JEEP,155990.0,75563.0,,diesel,Branco,2021,False,JRCA Seminovos
COMPASS,JEEP,155990.0,75563.0,,diesel,Branco,2021,False,JRCA Seminovos
T-CROSS,VOLKSWAGEN,99990.0,66071.0,,flex,Branco,2020,False,JRCA Seminovos
T-CROSS,VOLKSWAGEN,99990.0,66071.0,,flex,Branco,2020,False,JRCA Seminovos
L200,MITSUBISHI,204990.0,104303.0,,diesel,Branco,2021,False,JRCA Seminovos
L200,MITSUBISHI,204990.0,104303.0,,diesel,Branco,2021,False,JRCA Seminovos
Q5,AUDI,209990.0,62844.0,,gasolina,Azul,2019,False,JRCA Seminovos
Q5,AUDI,209990.0,62844.0,,gasolina,Azul,2019,False,JRCA Seminovos
T-CROSS,VOLKSWAGEN,94990.0,20054.0,,flex,Branco,2020,False,JRCA Seminovos
T-CROSS,VOLKSWAGEN,94990.0,20054.0,,flex,Branco,2020,False,JRCA Seminovos
YARIS,TOYOTA,79990.0,39498.0,,flex,Prata,2020,False,JRCA Seminovos
L200,MITSUBISHI,185000.0,108650.0,,diesel,Prata,2020,False,JRCA Seminovos
L200,MITSUBISHI,185000.0,108650.0,,diesel,Prata,2020,False,JRCA Seminovos
OUTLANDER,MITSUBISHI,219990.0,11383.0,,diesel,Branco,2021,False,JRCA Seminovos
OUTLANDER,MITSUBISHI,219990.0,11383.0,,diesel,Branco,2021,False,JRCA Seminovos
TAOS,VOLKSWAGEN,149990.0,29000.0,,flex,Branco,2022,False,JRCA Seminovos
TAOS,VOLKSWAGEN,149990.0,29000.0,,flex,Branco,2022,False,JRCA Seminovos
FRONTIER,NISSAN,184990.0,57267.0,,diesel,Azul,2021,False,JRCA Seminovos
FRONTIER,NISSAN,184990.0,57267.0,,diesel,Azul,2021,False,JRCA Seminovos
YARIS,TOYOTA,88990.0,61707.0,,flex,Prata,2021,False,JRCA Seminovos
YARIS,TOYOTA,88990.0,61707.0,,flex,Prata,2021,False,JRCA Seminovos
RENEGADE,JEEP,154990.0,11222.0,,flex,Cinza,2022,False,JRCA Seminovos
RENEGADE,JEEP,154990.0,11222.0,,flex,Cinza,2022,False,JRCA Seminovos
T-CROSS,VOLKSWAGEN,94990.0,59511.0,,flex,Branco,2022,False,JRCA Seminovos
T-CROSS,VOLKSWAGEN,94990.0,59511.0,,flex,Branco,2022,False,JRCA Seminovos
FRONTIER,NISSAN,192000.0,48946.0,,diesel,Cinza,2021,False,JRCA Seminovos
FRONTIER,NISSAN,192000.0,48946.0,,diesel,Cinza,2021,False,JRCA Seminovos
FRONTIER,NISSAN,199990.0,40151.0,,diesel,Branco,2022,False,JRCA Seminovos
FRONTIER,NISSAN,199990.0,40151.0,,diesel,Branco,2022,False,JRCA Seminovos
L200,MITSUBISHI,214990.0,79624.0,,diesel,Branco,2022,False,JRCA Seminovos
L200,MITSUBISHI,214990.0,79624.0,,diesel,Branco,2022,False,JRCA Seminovos
RENEGADE,JEEP,129990.0,24860.0,,diesel,Branco,2020,False,JRCA Seminovos
RENEGADE,JEEP,129990.0,24860.0,,diesel,Branco,2020,False,JRCA Seminovos
AMAROK,VOLKSWAGEN,184990.0,83821.0,,diesel,Branco,2020,False,JRCA Seminovos
AMAROK,VOLKSWAGEN,200000.0,83821.0,,diesel,Branco,2020,False,JRCA Seminovos
COMPASS,JEEP,124990.0,70821.0,,diesel,Cinza,2019,False,JRCA Seminovos
COMPASS,JEEP,124990.0,70821.0,,diesel,Cinza,2019,False,JRCA Seminovos
FRONTIER,NISSAN,179990.0,41542.0,,diesel,Azul,2021,False,JRCA Seminovos
FRONTIER,NISSAN,179990.0,41542.0,,diesel,Azul,2021,False,JRCA Seminovos
FRONTIER,NISSAN,189990.0,46857.0,,diesel,Branco,2021,False,JRCA Seminovos
FRONTIER,NISSAN,189990.0,46857.0,,diesel,Branco,2021,False,JRCA Seminovos
TIGUAN,VOLKSWAGEN,189990.0,59772.0,,gasolina,Cinza,2020,False,JRCA Seminovos
TIGUAN,VOLKSWAGEN,189990.0,59772.0,,gasolina,Cinza,2020,False,JRCA Seminovos
TIGUAN,VOLKSWAGEN,179990.0,60085.0,,gasolina,Branco,2019,False,JRCA Seminovos
TIGUAN,VOLKSWAGEN,179990.0,60085.0,,gasolina,Branco,2019,False,JRCA Seminovos
VERSA,NISSAN,71990.0,60535.0,,flex,Prata,2021,False,JRCA Seminovos
VERSA,NISSAN,71990.0,60535.0,,flex,Prata,2021,False,JRCA Seminovos
HB20S,HYUNDAI,64990.0,45474.0,manual,flex,Prata,2019,False,XCAR PLUS VEÍCULOS
COMPASS,JEEP,149900.0,82719.0,automatico,diesel,Prata,2020,False,XCAR PLUS VEÍCULOS
FOX,VOLKSWAGEN,67000.0,62604.0,manual,flex,Vermelho,2020,False,NETTO VEICULOS
ONIX,CHEVROLET,79990.0,67503.0,automatico,flex,Prata,2020,False,81 AUTOS 
KA,FORD,48999.0,77500.0,manual,flex,Branco,2019,False,Junior Veículos
OUTLANDER,MITSUBISHI,81500.0,111499.0,automatico,gasolina,Preto,2015,False,Supreme Car
COROLLA,TOYOTA,108990.0,59902.0,automatico,flex,Prata,2019,False,Toyolex Seminovos - Aracaju
ONIX,CHEVROLET,43000.0,74765.0,manual,flex,Branco,2013,False,KM VEÍCULOS
POLO,VOLKSWAGEN,75000.0,73711.0,automatico,flex,Prata,2018,False,Lino Automóveis - Aracaju
HILUX,TOYOTA,199000.0,48022.0,manual,diesel,Branco,2018,False,VIA CAR VEÍCULOS
T-CROSS,VOLKSWAGEN,110000.0,68521.0,automatico,flex,Preto,2020,False,NOSSATERRA SEMINOVOS FIAT / JEEP
COMPASS,JEEP,158500.0,36835.0,automatico,flex,Cinza,2022,False,Supreme Car
RENEGADE,JEEP,75500.0,51266.0,automatico,flex,Branco,2018,False,Supreme Car
FRONTIER,NISSAN,199800.0,77000.0,automatico,diesel,Cinza,2020,False,Aracaju Automóveis 
COROLLA,TOYOTA,92800.0,128800.0,automatico,flex,Prata,2017,False,Isaias Automóveis - Aracaju
TRACKER,CHEVROLET,84990.0,38845.0,automatico,flex,Branco,2018,False,Boa Terra Veículos Maceió
COMMANDER,JEEP,223990.0,13334.0,automatico,diesel,Prata,2022,False,Autoforte Veículos Ltda
SPORTAGE,KIA,85000.0,89000.0,automatico,flex,Vermelho,2015,False,STENIO FREIRE CANTALICE
2008,PEUGEOT,65000.0,62175.0,automatico,flex,Branco,2017,False,Edson Veículos - Aracaju
KA,FORD,45990.0,68998.0,manual,flex,Branco,2016,False,81 AUTOS 
AMAROK,VOLKSWAGEN,109800.0,95000.0,automatico,diesel,Prata,2014,False,Aracaju Automóveis 
GOL,VOLKSWAGEN,41990.0,79239.0,manual,flex,Branco,2016,False,TOPCAR Veículos
2008,PEUGEOT,62000.0,62000.0,automatico,flex,Marrom,2017,False,Antonio Monte de O. Junior
CELTA,CHEVROLET,35000.0,88000.0,manual,flex,Vermelho,2014,False,SEVEN CAR MULTIMARCAS
HB20S,HYUNDAI,68000.0,47000.0,automatico,flex,Branco,2019,False,SEVEN CAR MULTIMARCAS
FIT,HONDA,59000.0,70000.0,automatico,flex,Cinza,2015,False,SEVEN CAR MULTIMARCAS
LOGAN,RENAULT,62000.0,28000.0,manual,flex,Branco,2021,False,SEVEN CAR MULTIMARCAS
YARIS,TOYOTA,69500.0,47000.0,manual,flex,Preto,2020,False,Auto Flex
VIRTUS,VOLKSWAGEN,72990.0,72260.0,manual,flex,Prata,2020,False,XCAR PLUS VEÍCULOS
LOGAN,RENAULT,43800.0,73000.0,automatico,flex,Cinza,2018,False,Aracaju Automóveis 
HR-V,HONDA,82800.0,107036.0,automatico,flex,Cinza,2016,False,Edson Veículos - Aracaju
COMPASS,JEEP,99990.0,40215.0,automatico,flex,Branco,2018,False,XCAR PLUS VEÍCULOS
MARCH,NISSAN,46800.0,60000.0,manual,flex,Preto,2018,False,Aracaju Automóveis 
HR-V,HONDA,82900.0,114181.0,automatico,flex,Cinza,2016,False,SHOPCAR MULTIMARCAS
GOL,VOLKSWAGEN,51900.0,76000.0,manual,flex,Branco,2019,False,MGM AUTOMÓVEIS
TORO,FIAT,116200.0,50848.0,automatico,flex,Prata,2021,False,Edson Veículos - Aracaju
TORO,FIAT,130800.0,79014.0,automatico,diesel,Branco,2018,False,Edson Veículos - Aracaju
CRUZE,CHEVROLET,51800.0,150000.0,automatico,flex,Preto,2012,False,Aracaju Automóveis 
HB20,HYUNDAI,62800.0,45563.0,manual,flex,Branco,2021,False,Edson Veículos - Aracaju
ONIX,CHEVROLET,90800.0,27992.0,automatico,flex,Branco,2020,False,Edson Veículos - Aracaju
COMPASS,JEEP,112800.0,63768.0,automatico,flex,Branco,2018,False,Edson Veículos - Aracaju
COMPASS,JEEP,112800.0,68763.0,automatico,flex,Vermelho,2018,False,Edson Veículos - Aracaju
COMPASS,JEEP,168800.0,44839.0,automatico,diesel,Prata,2019,False,Edson Veículos - Aracaju
HR-V,HONDA,82800.0,82333.0,automatico,flex,Vermelho,2016,False,Edson Veículos - Aracaju
CIVIC,HONDA,123800.0,59999.0,automatico,gasolina,Branco,2017,False,Edson Veículos - Aracaju
C4,CITROËN,93800.0,37740.0,automatico,flex,Prata,2022,False,Edson Veículos - Aracaju
C3,CITROËN,39500.0,59999.0,manual,flex,Preto,2014,False,Edson Veículos - Aracaju
MARCH,NISSAN,49900.0,59999.0,manual,flex,Prata,2018,False,Edson Veículos - Aracaju
KICKS,NISSAN,95800.0,55555.0,,flex,Prata,2019,False,Edson Veículos - Aracaju
UP,VOLKSWAGEN,61800.0,55555.0,manual,flex,Preto,2018,False,Edson Veículos - Aracaju
VOYAGE,VOLKSWAGEN,61800.0,44444.0,manual,flex,Branco,2021,False,Edson Veículos - Aracaju
PALIO,FIAT,45000.0,91932.0,manual,flex,Branco,2017,False,KM VEÍCULOS
FOX,VOLKSWAGEN,59800.0,50437.0,manual,flex,Branco,2018,False,Edson Veículos - Aracaju
PRISMA,CHEVROLET,68800.0,60000.0,automatico,flex,Branco,2019,False,Aracaju Automóveis 
MONTANA,CHEVROLET,61800.0,72000.0,manual,flex,Branco,2020,False,Aracaju Automóveis 
GOL,VOLKSWAGEN,54800.0,59507.0,manual,flex,Branco,2021,False,Edson Veículos - Aracaju
FIESTA,FORD,53800.0,62605.0,,flex,Branco,2016,False,Edson Veículos - Aracaju
ARGO,FIAT,57500.0,77888.0,,flex,Branco,2019,False,MACEDO CAR
KA,FORD,52800.0,49999.0,manual,flex,Branco,2020,False,Edson Veículos - Aracaju
ECOSPORT,FORD,82800.0,32791.0,automatico,flex,Vermelho,2019,False,Edson Veículos - Aracaju
JETTA,VOLKSWAGEN,62000.0,107932.0,automatico,flex,2013,2013,False,MACEDO CAR
SANDERO,RENAULT,40900.0,96000.0,automatico,flex,Preto,2015,False,Automania Multimarcas - Aracaju
HR-V,HONDA,87800.0,120000.0,automatico,flex,Branco,2016,False,Aracaju Automóveis 
HILUX,TOYOTA,149800.0,149000.0,automatico,diesel,Branco,2013,False,Aracaju Automóveis 
CAPTUR,RENAULT,118200.0,45463.0,,flex,Cinza,2022,False,Edson Veículos - Aracaju
RENEGADE,JEEP,105800.0,75000.0,automatico,diesel,Vermelho,2016,False,Aracaju Automóveis 
FIESTA,FORD,42000.0,87000.0,manual,flex,Preto,2015,False,SEVEN CAR MULTIMARCAS
DUSTER,RENAULT,62800.0,100400.0,manual,flex,Branco,2016,False,Isaias Automóveis - Aracaju
HB20,HYUNDAI,54990.0,34902.0,manual,flex,Branco,2019,False,Toyolex Seminovos - Aracaju
LOGAN,RENAULT,40900.0,115342.0,manual,flex,Marrom,2014,False,ATLANTIC MULTIMARCAS
HB20,HYUNDAI,51000.0,102000.0,manual,flex,Branco,2017,False,SHOPCAR MULTIMARCAS
GOL,VOLKSWAGEN,55000.0,50269.0,manual,flex,Branco,2021,False,MGM AUTOMÓVEIS
208,PEUGEOT,86000.0,57302.0,automatico,flex,Azul,2021,False,DNA Multimarcas - Aracaju
UNO,FIAT,43000.0,85000.0,manual,flex,Preto,2016,False,PIRES AUTOMÓVEIS
PRISMA,CHEVROLET,55500.0,117821.0,automatico,flex,Branco,2015,False,Supreme Car
COROLLA,TOYOTA,101990.0,57902.0,automatico,flex,Branco,2018,False,Toyolex Seminovos - Aracaju
HB20S,HYUNDAI,77990.0,40903.0,automatico,flex,Prata,2020,False,Toyolex Seminovos - Aracaju
FRONTIER,NISSAN,168990.0,47907.0,automatico,diesel,Preto,2018,False,81 AUTOS 
HB20S,HYUNDAI,65900.0,105592.0,manual,flex,Prata,2019,False,SHOPCAR MULTIMARCAS
PRISMA,CHEVROLET,68000.0,37734.0,manual,flex,Prata,2019,False,KM VEÍCULOS
VERSA,NISSAN,59800.0,90000.0,,flex,Prata,2017,False,Aracaju Automóveis 
AMAROK,VOLKSWAGEN,109800.0,95000.0,automatico,diesel,Prata,2014,False,Aracaju Automóveis 
ECOSPORT,FORD,78800.0,80000.0,automatico,flex,Branco,2020,False,Aracaju Automóveis 
CRV,HONDA,69800.0,140000.0,manual,gasolina,Preto,2012,False,Aracaju Automóveis 
HR-V,HONDA,107900.0,71615.0,automatico,flex,Azul,2019,False,Taiyo Auto Import
ARGO,FIAT,85900.0,30522.0,automatico,flex,Preto,2021,False,Taiyo Auto Import
COMPASS,JEEP,139990.0,80816.0,automatico,diesel,Prata,2020,False,NOSSATERRA SEMINOVOS FIAT / JEEP
VOYAGE,VOLKSWAGEN,35900.0,115000.0,manual,flex,Prata,2013,False,Automania Multimarcas - Aracaju
ONIX,CHEVROLET,88000.0,66500.0,automatico,flex,Prata,2020,False,Joannes Sampaio
CRUZE,CHEVROLET,55000.0,141000.0,,flex,Branco,2014,False,IDEAL MULTIMARCAS
RANGER,FORD,155000.0,113904.0,automatico,diesel,Branco,2019,False,DNA Multimarcas - Aracaju
CAPTUR,RENAULT,84800.0,53000.0,,flex,Branco,2019,False,Aracaju Automóveis 
POLO,VOLKSWAGEN,74800.0,51000.0,automatico,flex,Prata,2020,False,Aracaju Automóveis 
ONIX,CHEVROLET,76990.0,31047.0,manual,flex,Branco,2021,False,MANGABEIRAS VEÍCULOS
HB20,HYUNDAI,69800.0,75000.0,automatico,flex,Branco,2018,False,Aracaju Automóveis 
UP,VOLKSWAGEN,56800.0,34000.0,manual,flex,Branco,2018,False,Aracaju Automóveis 
HR-V,HONDA,87800.0,120000.0,automatico,flex,Branco,2016,False,Aracaju Automóveis 
KA,FORD,47800.0,70000.0,manual,flex,Branco,2018,False,Aracaju Automóveis 
118i,BMW,87800.0,104000.0,automatico,gasolina,Branco,2015,False,Aracaju Automóveis 
TORO,FIAT,119800.0,60000.0,automatico,flex,Branco,2017,False,Aracaju Automóveis 
500,FIAT,34500.0,62239.0,manual,flex,Grafite,2012,False,MARVEL VEÍCULOS SEMINOVOS
FOX,VOLKSWAGEN,38000.0,95195.0,manual,flex,Grafite,2014,False,MARVEL VEÍCULOS SEMINOVOS
TIGGO,CHERY,101990.0,42230.0,automatico,flex,Prata,2020,False,GUIMA VEICULOS - CHERY
A3,AUDI,109990.0,57713.0,automatico,flex,Cinza,2018,False,Gama  Seminovos - Aracaju
328i,BMW,184800.0,99000.0,automatico,flex,Preto,2018,False,Aracaju Automóveis 
HB20,HYUNDAI,50900.0,68000.0,manual,flex,Branco,2017,False,Automania Multimarcas - Aracaju
C3,CITROËN,38500.0,15386.0,manual,flex,Preto,2014,False,Edson Veículos - Aracaju
UP,VOLKSWAGEN,61800.0,56000.0,manual,flex,Preto,2018,False,Edson Veículos - Aracaju
CRUZE,CHEVROLET,98900.0,37870.0,automatico,flex,Grafite,2019,False,DNA Multimarcas - Aracaju
C,MERCEDES-BENZ,135000.0,50398.0,automatico,gasolina,Branco,2015,False,DNA Multimarcas - Aracaju
500,FIAT,199900.0,159.0,,flex,Preto,2021,False,NOSSATERRA SEMINOVOS FIAT / JEEP
MONTANA,CHEVROLET,44500.0,100000.0,manual,flex,Branco,2015,False,Lino Automóveis - Aracaju
ONIX,CHEVROLET,53000.0,37271.0,manual,flex,Prata,2020,False,MACEDO CAR
ONIX,CHEVROLET,51000.0,61145.0,manual,flex,Prata,2019,False,MACEDO CAR
ETIOS,TOYOTA,59500.0,75334.0,automatico,flex,Branco,2018,False,MARVEL VEÍCULOS SEMINOVOS
ONIX,CHEVROLET,59990.0,53000.0,manual,flex,Preto,2019,False,Podium Automóveis 
VERSA,NISSAN,50900.0,83000.0,manual,flex,Preto,2016,False,Automania Multimarcas - Aracaju
KA,FORD,52900.0,25000.0,manual,flex,Branco,2020,False,Automania Multimarcas - Aracaju
208,PEUGEOT,40900.0,118000.0,automatico,flex,Preto,2015,False,Automania Multimarcas - Aracaju
ONIX,CHEVROLET,88900.0,11000.0,manual,flex,Branco,2023,False,Automania Multimarcas - Aracaju
FIT,HONDA,65990.0,100364.0,automatico,flex,Prata,2015,False,TOPCAR Veículos
ONIX,CHEVROLET,78900.0,46208.0,manual,flex,Branco,2020,False,PRIMECAR AUTOMÓVEIS
CRUZE,CHEVROLET,142000.0,6618.0,automatico,flex,Prata,2023,False,PRIMECAR AUTOMÓVEIS
ONIX,CHEVROLET,54990.0,71000.0,manual,flex,Cinza,2017,False,TOPCAR Veículos
ONIX,CHEVROLET,54990.0,71000.0,manual,flex,Cinza,2017,False,TOPCAR Veículos
FIT,HONDA,54900.0,114000.0,automatico,flex,Branco,2014,False,CAMESA AUTOMÓVEIS
C4,CITROËN,112990.0,27327.0,automatico,flex,Prata,2022,False,FABÃO VEÍCULOS
320i,BMW,109800.0,105000.0,automatico,gasolina,Preto,2014,False,Aracaju Automóveis 
CRUZE,CHEVROLET,57800.0,146450.0,automatico,flex,Branco,2013,False,Isaias Automóveis - Aracaju
HB20S,HYUNDAI,91800.0,22100.0,automatico,flex,Preto,2022,False,Isaias Automóveis - Aracaju
COROLLA,TOYOTA,79990.0,86900.0,automatico,flex,Prata,2015,False,Auto Flex
A3,AUDI,112990.0,78554.0,,flex,Branco,2017,False,FABÃO VEÍCULOS
VELOSTER,HYUNDAI,66800.0,98000.0,automatico,gasolina,Prata,2013,False,Aracaju Automóveis 
RANGER,FORD,135000.0,144132.0,automatico,diesel,Branco,2017,False,IDEAL MULTIMARCAS
COMPASS,JEEP,169800.0,34000.0,automatico,diesel,Prata,2021,False,Aracaju Automóveis 
ROVER,LAND,125900.0,99673.0,automatico,flex,Branco,2015,False,IMPACTO VEÍCULOS
GOL,VOLKSWAGEN,51000.0,71000.0,manual,flex,Branco,2022,False,MACEDO CAR
FOX,VOLKSWAGEN,74800.0,25380.0,manual,flex,Vermelho,2021,False,Isaias Automóveis - Aracaju
STRADA,FIAT,54800.0,120340.0,manual,flex,Vermelho,2015,False,Isaias Automóveis - Aracaju
IX35,HYUNDAI,96800.0,80510.0,automatico,flex,Prata,2018,False,Isaias Automóveis - Aracaju
DUSTER,RENAULT,45500.0,120000.0,manual,flex,Prata,2013,False,Aracaju Automóveis 
KWID,RENAULT,65000.0,27000.0,manual,flex,Branco,2023,False,Junior Veículos
COMPASS,JEEP,113000.0,39871.0,automatico,flex,Preto,2018,False,Junior Veículos
CRETA,HYUNDAI,86000.0,56193.0,automatico,flex,Preto,2019,False,Auto Flex
VOYAGE,VOLKSWAGEN,35800.0,120000.0,manual,flex,Branco,2012,False,Aracaju Automóveis 
BRAVO,FIAT,54800.0,104000.0,manual,flex,Vermelho,2014,False,Aracaju Automóveis 
COROLLA,TOYOTA,101900.0,76000.0,automatico,flex,Branco,2018,False,Automania Multimarcas - Aracaju
ONIX,CHEVROLET,64990.0,54888.0,manual,flex,Branco,2021,False,TOPCAR Veículos
GOL,VOLKSWAGEN,48500.0,88377.0,manual,flex,Prata,2018,False,ROGÉRIO AUTOMÓVEIS
MOBI,FIAT,48500.0,42806.0,manual,flex,Branco,2020,False,MACEDO CAR
SANDERO,RENAULT,95000.0,761.0,manual,flex,Prata,2022,False,Vip Automóveis - Aracaju
CRONOS,FIAT,73900.0,62927.0,manual,flex,Branco,2021,False,SERTANEJO VEÍCULOS
COROLLA,TOYOTA,122000.0,18000.0,automatico,flex,Preto,2021,False,Gabriella Rebouças
DUSTER,RENAULT,47900.0,135000.0,manual,flex,Preto,2013,False,ATLANTIC MULTIMARCAS
MOBI,FIAT,57990.0,38094.0,manual,flex,Preto,2021,False,81 AUTOS 
VOYAGE,VOLKSWAGEN,69990.0,38575.0,automatico,flex,Branco,2020,False,TOPCAR Veículos
